date,open,high,low,close,volume
2034-03-22,9.3870,9.6886,9.2642,9.6821,2583714
2034-03-23,9.6105,9.6848,9.4056,9.4801,2493190
2034-03-24,9.4391,9.5397,9.4056,9.4391,1149507
2034-03-25,9.4837,9.6290,9.4503,9.4689,1428243
2034-03-26,9.4987,9.5695,9.3796,9.4913,1754995
2034-03-29,9.4950,10.2099,9.4839,10.0162,4114975
2034-03-30,9.9715,10.1540,9.9604,10.0199,1891835
2034-03-31,10.0013,10.3326,9.9455,10.2396,2491508
2034-04-01,10.2731,10.3364,10.0274,10.0460,1631817
2034-04-05,10.0498,10.2918,10.0032,10.2731,1517219
2034-04-06,10.2061,10.5113,10.1650,10.3662,2495188
2034-04-07,10.3848,10.4779,10.1651,10.2359,1887187
2034-04-08,10.2359,10.2731,10.0498,10.1577,1902700
2034-04-09,10.1800,10.2396,10.0571,10.0981,991126
2034-04-12,10.3700,10.4853,10.0981,10.3252,2100338
2034-04-13,10.6305,10.6640,10.2620,10.2768,3839773
2034-04-14,10.2918,10.5226,10.2918,10.4379,3015307
2034-04-15,10.4779,10.5896,10.3737,10.3998,2318217
2034-04-16,10.3588,10.4611,10.1540,10.2024,2555776
2034-04-19,10.1205,10.2323,9.9902,10.1503,1939473
2034-04-20,10.2173,10.3644,10.1688,10.2806,1087618
2034-04-21,10.2359,10.2992,10.0721,10.1205,1831223
2034-04-22,9.9827,10.1689,9.9194,10.0833,1944690
2034-04-23,10.0721,10.1465,9.9157,9.9529,2043157
2034-04-26,9.9492,10.3066,9.9269,10.1205,1733915
2034-04-27,10.0312,10.2508,9.7109,9.7668,2946019
2034-04-28,9.7928,9.8822,9.6438,9.6998,1655214
2034-04-29,9.7370,10.2210,9.7370,10.0757,3068872
2034-04-30,10.2544,10.2544,9.6178,9.7406,4219262
2034-05-03,9.7407,9.9874,9.7407,9.9455,2422274
2034-05-04,9.8337,9.8337,9.5098,9.6848,2772805
2034-05-05,9.6514,9.8860,9.3683,9.7175,2934188
2034-05-06,9.6084,9.8225,9.1710,9.5359,3371628
2034-05-07,9.3833,9.6066,9.0406,9.1412,3543658
2034-05-10,9.3907,9.7630,9.3609,9.7556,2640446
2034-05-11,9.5098,9.6959,9.1412,9.5806,3034120
2034-05-12,9.5583,9.7370,9.4875,9.7296,1754767
2034-05-13,9.6364,9.7928,9.6327,9.6998,2001523
2034-05-14,9.6327,9.6438,9.3228,9.4391,1938711
2034-05-17,9.5024,9.5657,9.2865,9.5545,2562814
2034-05-18,9.6141,9.8449,9.3637,9.4019,3310514
2034-05-19,9.3385,9.5246,9.1561,9.3795,2657232
2034-05-20,9.1562,9.2865,8.9217,9.0184,2481778
2034-05-21,8.9365,9.1784,8.7503,9.0594,3374506
2034-05-24,9.0295,9.2081,8.9550,8.9662,2261150
2034-05-25,8.7421,9.0297,8.6450,9.0222,2969688
2034-05-26,9.0747,9.1867,8.9701,9.0335,2066037
2034-05-27,9.2427,9.2614,9.0503,9.1829,1959769
2034-05-28,9.1605,9.2465,8.9214,9.0036,1925235
2034-06-01,8.9550,9.1418,8.7944,8.7944,1687504
2034-06-02,8.8111,8.9363,8.7271,8.9251,2181290
2034-06-03,8.8765,8.9438,8.7197,8.9177,3546477
2034-06-04,8.7459,8.8094,8.4358,8.4881,2729500
2034-06-07,8.5254,8.6898,8.3573,8.3760,1848322
2034-06-08,8.3536,8.4516,8.1146,8.3162,2830995
2034-06-09,8.3536,8.5590,8.3238,8.3461,2004545
2034-06-10,8.4695,8.6338,8.3985,8.6245,1590124
2034-06-11,8.4955,8.6301,8.4620,8.6263,1320717
2034-06-14,8.6898,8.8505,8.5665,8.7197,1527389
2034-06-15,8.8019,8.9923,8.6823,8.9811,1750636
2034-06-16,8.9625,9.0971,8.8804,9.0298,2303607
2034-06-17,9.0596,9.0596,8.6692,8.7496,2353827
2034-06-18,8.7870,8.8663,8.7197,8.7832,2479347
2034-06-21,8.8765,8.9363,8.5217,8.5852,1619264
2034-06-22,8.6226,8.7981,8.5590,8.5815,2496329
2034-06-23,8.6114,8.6712,8.4544,8.4993,2120294
2034-06-24,8.4396,8.5218,8.1482,8.1893,2627926
2034-06-25,8.2005,8.3162,8.1183,8.2565,2795941
2034-06-28,8.3050,8.4171,8.2640,8.3088,1896843
2034-06-29,8.1818,8.2603,7.9988,8.0212,3422806
2034-06-30,7.9913,8.2042,7.9316,7.9652,1826375
2034-07-01,7.9502,8.1071,7.8026,8.0398,2036005
2034-07-02,8.0099,8.0286,7.7859,7.7971,2440113
2034-07-06,7.8717,8.1183,7.8046,7.8643,1981866
2034-07-07,7.9203,8.1295,7.8643,8.1071,1586172
2034-07-08,8.1743,8.2341,7.9688,8.0398,2221178
2034-07-09,7.9353,8.0174,7.8978,8.0025,2594454
2034-07-12,7.9727,8.0324,7.8755,7.9801,2425967
2034-07-13,8.0847,8.3658,8.0585,8.3088,3208703
2034-07-14,8.3425,8.6077,8.2332,8.5180,2585985
2034-07-15,8.5366,8.6860,8.4171,8.6636,2310354
2034-07-16,8.6525,8.7234,8.4134,8.4358,2032281
2034-07-19,8.4695,8.5853,8.3873,8.5479,1611004
2034-07-20,8.3910,8.7122,8.3499,8.7047,1862256
2034-07-21,8.7197,8.8056,8.5590,8.6487,2152841
2034-07-22,8.7310,8.9775,8.6824,8.8654,1564402
2034-07-23,8.8541,9.1642,8.7870,9.1530,2297927
2034-07-26,9.1344,9.1643,8.9476,9.0186,2139032
2034-07-27,9.0521,9.1269,8.9588,9.0222,2509876
2034-07-28,9.0186,9.1531,8.7796,8.9065,2076096
2034-07-29,8.9476,9.0979,8.7159,8.8206,2766406
2034-07-30,8.9812,9.5714,8.8542,9.4220,6008315
2034-08-02,9.5153,9.6349,9.3958,9.4556,2634811
2034-08-03,9.3995,9.5489,9.3884,9.4892,2248625
2034-08-04,9.7582,10.0906,9.6255,10.0346,4406884
2034-08-05,9.9076,10.0533,9.8143,10.0159,1926026
2034-08-06,9.7843,10.1466,9.7843,10.1429,2276040
2034-08-09,10.1952,10.2774,10.0084,10.1131,2479522
2034-08-10,10.0010,10.2251,9.9040,10.1691,1838872
2034-08-11,9.8740,9.9226,9.6909,9.7545,2388152
2034-08-12,9.6386,9.8515,9.6349,9.8291,2453947
2034-08-13,9.7694,9.9263,9.7545,9.7956,1574533
2034-08-16,9.7208,9.8740,9.6685,9.8478,2139303
2034-08-17,9.9151,10.1392,9.8814,10.0346,1358446
2034-08-18,9.9823,10.0308,9.8105,9.8179,3540024
2034-08-19,9.7506,9.8350,9.5414,9.7282,1963959
2034-08-20,9.7208,9.8067,9.6275,9.7806,1332260
2034-08-23,9.8440,9.9299,9.7318,9.7432,2043103
2034-08-24,9.6009,9.6570,9.4098,9.4210,2575995
2034-08-25,9.3274,9.6122,9.3087,9.5747,2099599
2034-08-26,9.6459,9.7169,9.5409,9.5934,1702841
2034-08-27,9.6495,9.7545,9.4884,9.7207,1821367
2034-08-30,9.6795,9.7132,9.4697,9.4697,1113376
2034-08-31,9.3910,9.6009,9.3049,9.5147,1724589
2034-09-01,9.7432,10.1329,9.6795,10.1254,2274614
2034-09-02,10.1029,10.4963,10.1029,10.4588,1979375
2034-09-03,10.5899,10.6836,10.3539,10.4700,1180662
2034-09-07,10.4252,10.4664,10.1704,10.1816,1296807
2034-09-08,10.2341,10.4364,10.2341,10.3877,1904992
2034-09-09,10.4813,10.6124,10.3501,10.5187,1649372
2034-09-10,10.5599,10.8222,10.4700,10.6387,1476112
2034-09-13,10.7511,10.8972,10.7136,10.8785,1544477
2034-09-14,10.8109,11.0432,10.7586,11.0058,1642717
2034-09-15,10.9272,11.0283,10.7885,10.9384,1394200
2034-09-16,10.9309,11.3318,10.8896,11.3243,2363581
2034-09-17,11.4217,11.7776,11.4067,11.7251,4171987
2034-09-20,11.5005,11.8002,11.4517,11.7589,3166829
2034-09-21,11.7664,11.7889,11.5978,11.6839,2535998
2034-09-22,11.5527,11.8075,11.5303,11.5903,1785143
2034-09-23,11.5304,11.7139,11.4555,11.5566,1651064
2034-09-24,11.6727,12.1335,11.6690,12.0548,2251590
2034-09-27,11.9162,12.0286,11.7402,11.9237,1798243
2034-09-28,12.0248,12.0960,11.6989,11.8188,2371527
2034-09-29,11.7589,11.9290,11.5565,11.5940,2380503
2034-09-30,11.7439,11.8450,11.4142,11.5266,2090782
2034-10-01,11.6839,11.6839,11.2118,11.3317,2862729
2034-10-04,11.3655,11.3655,11.0583,11.1295,1755926
2034-10-05,11.2756,11.6015,11.2495,11.5528,1558650
2034-10-06,11.5228,11.5603,11.2005,11.3280,1298613
2034-10-07,11.4367,11.5791,11.3093,11.5378,1787901
2034-10-08,11.2831,11.5716,11.2718,11.5491,1766149
2034-10-11,11.5603,11.8338,11.5603,11.6278,1481819
2034-10-12,11.6127,11.6127,11.1631,11.4067,2592443
2034-10-13,11.4742,11.6465,11.4217,11.5491,1204635
2034-10-14,11.5490,11.5678,11.2156,11.3280,1393057
2034-10-15,11.4105,11.5453,11.2531,11.3729,2209140
2034-10-18,11.3468,11.3842,11.1932,11.2353,1945313
2034-10-19,11.1332,11.1931,10.8859,11.0096,1501279
2034-10-20,11.0995,11.2230,11.0357,11.1257,1374647
2034-10-21,11.2531,11.5565,11.2531,11.3992,1503327
2034-10-22,11.4405,11.6877,11.3842,11.5453,1413419
2034-10-25,11.6615,11.9537,11.5378,11.6615,1551459
2034-10-26,11.6427,11.7448,11.3880,11.5491,2003266
2034-10-27,11.4442,11.8338,11.4405,11.8151,2596551
2034-10-28,12.0023,12.0023,11.6127,11.8675,3310972
2034-10-29,11.8337,11.9462,11.4779,11.7963,3539333
2034-11-01,11.8076,11.9088,11.5491,11.6427,1433576
2034-11-02,11.7890,11.7926,11.6391,11.6990,1091445
2034-11-03,11.6915,11.7027,11.5041,11.6952,1702563
2034-11-04,11.7963,11.8001,10.9272,11.1295,5330459
2034-11-05,11.1931,11.3730,11.1370,11.1782,3268794
2034-11-08,11.1444,11.4479,11.0883,11.4479,2612080
2034-11-09,11.5116,11.5716,11.1220,11.1969,1893053
2034-11-10,11.1781,11.2566,11.0470,11.2381,885801
2034-11-11,11.1071,11.2306,10.9908,11.1857,774438
2034-11-12,11.1144,11.1669,10.8260,10.9384,1480276
2034-11-15,11.0133,11.0620,10.5712,10.6237,2392730
2034-11-16,10.5147,10.6725,10.4809,10.5297,2634455
2034-11-17,10.5485,10.7627,10.5110,10.7402,1303386
2034-11-18,10.8303,11.0294,10.8078,10.8866,1696354
2034-11-19,10.8753,10.9279,10.7138,10.7965,1119731
2034-11-22,10.6350,10.7476,10.4922,10.6688,1814819
2034-11-23,10.5785,10.5823,10.3532,10.4772,1680022
2034-11-24,10.5673,10.8303,10.5673,10.8003,1392259
2034-11-26,10.7251,10.9167,10.6951,10.9092,853921
2034-11-29,10.7551,11.0820,10.7476,11.0106,2061030
2034-11-30,10.8904,10.9317,10.8115,10.8415,1913632
2034-12-01,11.1534,11.3186,10.9973,11.0143,1598284
2034-12-02,11.0256,11.1234,10.9655,11.0782,1297102
2034-12-03,11.0631,11.2285,11.0556,11.1121,1052456
2034-12-06,11.1045,11.1834,11.0519,11.1656,1186928
2034-12-07,11.2623,11.3186,11.0425,11.0669,992519
2034-12-08,11.0482,11.1121,10.9768,11.0970,648023
2034-12-09,11.1421,11.1722,11.0106,11.1571,1100979
2034-12-10,11.2059,11.2623,11.0970,11.2585,991091
2034-12-13,11.3150,11.3187,10.7664,10.7664,2316435
2034-12-14,10.7777,10.8077,10.5147,10.5541,2282414
2034-12-15,10.5936,10.8115,10.5204,10.6011,2291018
2034-12-16,10.6688,10.7852,10.5823,10.7100,1210616
2034-12-17,10.8491,11.0331,10.7438,11.0294,3414635
2034-12-20,11.0369,11.1157,10.8379,11.0557,1813754
2034-12-21,11.1045,11.2924,11.1045,11.1646,1513218
2034-12-22,11.1534,11.1946,10.9015,10.9505,1163509
2034-12-23,10.9279,10.9693,10.7400,10.8415,886815
2034-12-27,10.8078,10.8153,10.5110,10.5561,1384415
2034-12-28,10.5597,10.6331,10.5109,10.5222,1091102
2034-12-29,10.5261,10.6200,10.5110,10.5598,868561
2034-12-30,10.5409,10.5579,10.2818,10.4471,1091741
2034-12-31,10.4584,10.4660,10.3007,10.3758,801654
2035-01-03,10.3982,10.4320,9.8760,10.2630,4617873
2035-01-04,10.3381,10.3869,10.1165,10.1241,3119484
2035-01-05,10.2593,10.6613,10.2105,10.5035,4062550
2035-01-06,10.4997,10.5110,10.2668,10.3795,1640308
2035-01-07,10.4207,10.5898,10.3607,10.5748,1722578
2035-01-10,10.5260,10.5523,10.4170,10.5335,1416237
2035-01-11,10.5936,10.8528,10.5222,10.8528,3379240
2035-01-12,10.8904,10.9806,10.7589,10.9618,2720090
2035-01-13,10.9354,11.4351,10.8490,11.1383,3873731
2035-01-14,11.0744,11.2079,10.9618,11.2059,2135235
2035-01-18,11.2022,11.2469,10.8641,10.9768,2050167
2035-01-19,10.9129,11.0068,10.7852,10.8453,1975448
2035-01-20,10.8265,10.9880,10.7250,10.8265,1215289
2035-01-21,10.9355,10.9843,10.6800,10.7100,2199475
2035-01-24,10.7251,10.7551,10.5936,10.7100,2392087
2035-01-25,10.6989,10.7025,10.5148,10.6275,968089
2035-01-26,10.6237,10.6237,10.4358,10.4696,1833325
2035-01-27,10.5260,10.6425,10.4246,10.4884,1458639
2035-01-28,10.4734,10.4809,10.2574,10.3344,1650731
2035-01-31,10.3344,10.4246,10.1616,10.4020,1621112
2035-02-01,10.4621,10.6180,10.4132,10.4621,1278425
2035-02-02,10.4133,10.5223,10.3772,10.4283,1134755
2035-02-03,10.4734,10.5034,10.3044,10.3344,1169315
2035-02-04,10.3420,10.5185,10.2969,10.4359,1243442
2035-02-07,10.4883,10.5597,10.4094,10.4546,1470762
2035-02-08,10.4659,10.7382,10.4282,10.7100,2407396
2035-02-09,10.6725,10.7326,10.4283,10.5035,1597273
2035-02-10,10.4735,10.6800,10.4095,10.6011,2385080
2035-02-11,9.1885,9.2486,8.8354,8.9556,18636115
2035-02-14,9.0758,9.2487,8.9595,9.0984,5249361
2035-02-15,9.1135,9.2074,9.0684,9.1059,3736118
2035-02-16,9.1773,9.1773,8.9106,8.9106,3310899
2035-02-17,8.9293,8.9375,8.8354,8.8429,2499692
2035-02-18,8.8429,8.8842,8.7827,8.8241,2672599
2035-02-22,8.7640,8.8393,8.5799,8.5988,2902588
2035-02-23,8.6063,8.7077,8.5086,8.5837,2965145
2035-02-24,8.6326,8.6777,8.4485,8.5650,2911288
2035-02-25,8.5837,8.5837,8.4221,8.5161,2670437
2035-02-28,8.5162,8.5236,8.4034,8.4109,2648860
2035-03-01,8.4710,8.4935,8.3207,8.3480,2411523
2035-03-02,8.3246,8.4898,8.3170,8.4260,4275462
2035-03-03,8.5086,8.5762,8.4654,8.5387,3521603
2035-03-04,8.5086,8.7604,8.5049,8.7566,4139095
2035-03-07,8.7265,8.8580,8.6777,8.8392,4270380
2035-03-08,9.0177,9.1360,8.8994,9.0646,4942080
2035-03-09,9.1324,9.1588,8.9704,9.0344,2996819
2035-03-10,8.9439,9.0570,8.7932,9.0420,3511987
2035-03-11,8.9854,9.2077,8.9515,9.1663,2761636
2035-03-14,9.1061,9.1664,9.0157,9.1287,3007607
2035-03-15,8.8913,9.1777,8.8235,9.1250,3575429
2035-03-16,9.0382,9.1513,9.0005,9.0495,5398075
2035-03-17,9.1438,9.1589,9.0458,9.0684,3579886
2035-03-18,9.1551,9.1588,8.9846,8.9854,3322784
2035-03-21,9.1136,9.2304,9.0722,9.0910,2638510
2035-03-22,9.0909,9.1361,9.0533,9.0815,2845337
2035-03-23,9.0458,9.1099,8.9704,9.0646,2248293
2035-03-24,9.0985,9.2304,9.0646,9.1890,1382127
2035-03-25,9.2304,9.3623,9.1551,9.1776,1758592
2035-03-28,9.2379,9.2455,9.0495,9.0985,2224318
2035-03-29,9.1136,9.2605,9.0645,9.2379,1794800
2035-03-30,9.3209,9.5583,9.2605,9.5545,2474701
2035-03-31,9.4905,9.5526,9.4037,9.4905,2072969
2035-04-01,9.5207,9.5733,9.2982,9.3397,2045964
2035-04-04,9.3775,9.4302,9.2417,9.4038,1397157
2035-04-05,9.8072,9.8260,9.5094,9.5131,3927744
2035-04-06,9.5733,9.5923,9.3397,9.4226,2248957
2035-04-07,9.3888,9.4679,9.2832,9.3925,2535707
2035-04-08,10.5345,10.6551,10.1651,10.4855,16462228
2035-04-11,10.4628,10.5382,10.1463,10.1915,5780758
2035-04-12,10.1313,10.1464,10.0031,10.0747,3141585
2035-04-13,10.1010,10.1235,9.8862,9.9917,2114047
2035-04-14,9.9352,9.9842,9.7392,9.8636,2464237
2035-04-15,9.8899,9.9522,9.7881,9.8674,2022075
2035-04-18,9.8072,9.8900,9.7166,9.7732,2445892
2035-04-19,9.7580,9.8033,9.6261,9.7279,1942635
2035-04-20,9.8147,9.9540,9.7693,9.8410,1593947
2035-04-21,9.8636,9.9917,9.7995,9.9352,1485626
2035-04-25,9.9390,10.2217,9.9314,10.1388,2959989
2035-04-26,10.1878,10.1878,10.0785,10.1388,2363372
2035-04-27,10.1426,10.2029,10.0710,10.0898,3206814
2035-04-28,10.1236,10.2745,10.0520,10.2518,2730500
2035-04-29,10.2480,10.6022,10.1689,10.3799,4845183
2035-05-02,10.5986,10.6023,10.4478,10.5119,2038735
2035-05-03,10.4968,10.5420,10.2744,10.3649,1837585
2035-05-04,10.3499,10.4291,10.2594,10.2669,2432284
2035-05-05,10.2066,10.3876,10.0935,10.2707,1405314
2035-05-06,10.3950,10.5496,10.3272,10.4704,2611845
2035-05-09,10.4742,10.5741,10.4026,10.5232,2101739
2035-05-10,10.5609,10.5871,10.4742,10.5043,1377862
2035-05-11,10.4894,10.5308,10.3122,10.4026,1536371
2035-05-12,10.4064,10.4969,10.2782,10.4177,1516258
2035-05-13,10.5044,10.5986,10.4327,10.4365,1889284
2035-05-16,10.4855,10.5005,10.3498,10.3536,2011006
2035-05-17,10.3537,10.6099,10.3537,10.5835,2748589
2035-05-18,10.6098,11.1450,10.5910,10.9905,5115608
2035-05-19,11.0282,11.2542,11.0131,11.2223,3052520
2035-05-20,11.2318,11.5371,11.2092,11.3411,3942055
2035-05-23,11.2205,11.4692,11.0735,11.3336,2204805
2035-05-24,11.3712,11.5031,11.2506,11.2619,1633005
2035-05-25,11.2733,11.3300,11.2052,11.2770,1138296
2035-05-26,11.2620,11.3036,11.1940,11.2884,1260329
2035-05-27,11.2959,11.5113,11.2770,11.4131,1233470
2035-05-31,11.4810,11.5869,11.4056,11.5340,1730824
2035-06-01,11.4130,11.6436,11.3167,11.4546,3101214
2035-06-02,11.4471,11.5415,11.3904,11.4981,1670580
2035-06-03,11.3904,11.5529,11.3300,11.3904,1802760
2035-06-06,11.3791,11.4320,11.0995,11.1259,1836703
2035-06-07,11.3451,11.3828,11.1070,11.1107,2222481
2035-06-08,11.1031,11.2317,11.0277,11.2090,2591612
2035-06-09,11.1939,11.3300,11.1297,11.2733,1364814
2035-06-10,11.2053,11.2582,11.1070,11.1523,1489357
2035-06-13,11.1788,11.4130,11.1712,11.3337,1895558
2035-06-14,11.4433,11.5982,11.4169,11.4244,2014748
2035-06-15,11.3149,11.3942,11.1714,11.2393,1798848
2035-06-16,11.2393,11.2790,11.0466,11.1561,1509270
2035-06-17,11.2958,11.2958,11.1485,11.1636,1586591
2035-06-20,11.1902,11.3224,11.1523,11.2922,1506921
2035-06-21,11.3186,11.6701,11.2257,11.6360,2940705
2035-06-22,11.6246,11.8287,11.5529,11.5567,1863413
2035-06-23,11.4320,11.6663,11.2770,11.6398,1900147
2035-06-24,11.6436,11.8212,11.5000,11.5151,1690413
2035-06-27,11.5190,11.7607,11.4774,11.4887,2519448
2035-06-28,11.5528,11.6927,11.5000,11.6927,1555788
2035-06-29,11.7230,11.8364,11.5529,11.7532,1347150
2035-06-30,11.7947,11.9610,11.7380,11.9043,1197101
2035-07-01,11.8929,12.1461,11.8665,12.1121,898030
2035-07-05,12.0932,12.2670,12.0063,12.2594,1906730
2035-07-06,12.2595,12.2860,12.1159,12.2406,1271825
2035-07-07,12.3275,12.4068,12.2255,12.3804,1410693
2035-07-08,12.2444,12.5429,12.1246,12.5429,1460112
2035-07-11,12.3841,12.6033,12.2859,12.4333,1832928
2035-07-12,12.3993,12.6297,12.2670,12.5013,2812602
2035-07-13,12.5542,12.6676,12.4408,12.5164,1738076
2035-07-14,12.5920,12.6297,12.2594,12.3653,1446807
2035-07-15,12.4106,12.5466,12.2557,12.3841,1419906
2035-07-18,12.3238,12.3578,12.0631,12.1915,1661528
2035-07-19,12.3009,12.5127,12.2594,12.4068,2868155
2035-07-20,12.3918,12.4409,12.2104,12.2482,1638109
2035-07-21,12.0856,12.5127,12.0066,12.3030,1702661
2035-07-22,12.3237,12.4371,12.2369,12.3048,1411859
2035-07-25,12.2594,12.4975,12.2480,12.3502,1145202
2035-07-26,12.3502,12.6374,12.3351,12.5089,1730137
2035-07-27,12.5391,12.6374,12.1858,12.1953,1432229
2035-07-28,12.1651,12.1802,11.7569,11.9043,2640250
2035-07-29,12.4786,13.3780,12.2519,12.9246,6093188
2035-08-01,12.9246,12.9851,12.5995,12.8149,2728640
2035-08-02,12.7167,12.9151,12.4484,12.4559,2164281
2035-08-03,12.4521,12.5429,12.1722,12.5277,2108840
2035-08-04,12.3539,12.3993,11.8590,11.8590,3029049
2035-08-05,12.0743,12.1234,11.5169,11.7493,3689798
2035-08-08,11.4433,11.6247,10.9596,11.0693,3090433
2035-08-09,11.1637,11.6548,10.9975,11.6473,2848664
2035-08-10,11.4547,11.6058,11.1902,11.3224,2156484
2035-08-11,11.3677,11.8174,11.2128,11.6927,2025260
2035-08-12,11.7417,11.9061,11.6019,11.8211,1076852
2035-08-15,11.8892,12.1801,11.8741,12.1442,1886947
2035-08-16,12.0328,12.0913,11.8665,12.0365,1678760
2035-08-17,12.0630,12.1575,11.6323,11.8779,2074120
2035-08-18,11.6398,11.6927,11.0164,11.1713,2195376
2035-08-19,10.8540,11.2544,10.8540,10.9748,2054572
2035-08-22,11.1447,11.2922,11.0579,11.0768,1947470
2035-08-23,11.0918,11.4131,10.9445,11.3942,1944046
2035-08-24,11.3564,11.4775,11.1669,11.4586,1352069
2035-08-25,11.4736,11.5684,11.2199,11.2653,3773496
2035-08-26,11.2350,11.6251,11.0305,11.5684,2427605
2035-08-29,11.6706,12.0533,11.6668,12.0344,3516663
2035-08-30,12.0269,12.4095,12.0269,12.3109,2334421
2035-08-31,12.3904,12.5951,12.2768,12.4321,1648092
2035-09-01,12.4623,12.6707,12.3639,12.3904,1651538
2035-09-02,12.0115,12.2578,11.9358,12.0268,3255201
2035-09-06,11.8108,12.2276,11.7389,12.2276,1641625
2035-09-07,12.4132,12.6177,12.3222,12.4833,1799492
2035-09-08,12.4321,12.5912,12.2654,12.3147,1328813
2035-09-09,12.2542,12.3943,11.9094,11.9852,1924599
2035-09-12,11.7957,12.1897,11.7351,12.1783,1659233
2035-09-13,12.2125,12.3128,12.1253,12.2314,1339399
2035-09-14,12.1555,12.3108,11.8411,12.2048,2119916
2035-09-15,12.3147,12.3261,12.1064,12.1405,1521079
2035-09-16,12.1783,12.2958,12.0685,12.1631,1909079
2035-09-19,12.0230,12.0685,11.7805,11.8563,2328632
2035-09-20,11.9055,12.0533,11.6706,11.8866,2452495
2035-09-21,11.8488,12.0685,11.6215,11.6404,2369865
2035-09-22,11.5002,11.5002,10.8296,11.0191,3383177
2035-09-23,10.9585,11.3108,10.8941,11.2427,2003236
2035-09-26,11.6480,11.7655,11.2351,11.7238,2472002
2035-09-27,12.0306,12.1366,11.7427,11.9018,2253314
2035-09-28,11.9435,12.1292,11.7200,11.7693,1871025
2035-09-29,11.9018,11.9396,10.9396,11.2161,2863314
2035-09-30,11.0836,11.0874,10.7010,10.7048,2590966
2035-10-03,10.6479,10.7351,10.1403,10.1592,3480033
2035-10-04,10.1403,10.5153,9.9849,10.4964,3699297
2035-10-05,10.5039,10.8259,10.2766,10.7729,2599451
2035-10-06,10.7918,11.2577,10.6574,11.2350,2092646
2035-10-07,11.2730,11.3147,11.0457,11.1706,1241551
2035-10-10,11.3259,11.6479,11.3184,11.5420,1325711
2035-10-11,11.5040,11.7616,11.3525,11.6442,1238203
2035-10-12,11.7199,11.7843,11.5532,11.6442,2204270
2035-10-13,11.5685,11.6897,11.4245,11.6404,1505144
2035-10-14,11.7693,11.8335,11.4245,11.5609,1622050
